Clave,Descripción,Línea,Pub,MM,Cj,min
43005,SAZONADOR (MAGGI) LITRO zafran C/12/1 lt,FOOZA,137.25,137.25,119.96,113.86
43004,SAZONADOR (MAGGI) zafran C/4/4.1lt GALON,FOOZA,411.47,411.47,378.55,368.67
42996,SAZONADOR (MAGGI) zafran C/6/2.2 lt,FOOZA,232.31,232.31,213.73,208.15
43135,SAZONADOR ADOBO CHIPOTLE KG,SALSA,72.90,67.50,62.10,60.48
43131,SAZONADOR ADOBO HABANERO KG,SALSA,90.00,90.00,82.00,82.00
43127,SAZONADOR ADOBO QUESO KG,SALSA,90.00,84.00,84.00,82.00
46059,SAZONADOR AJO HIERBAS 10/90 GR PRAGNA,SPECI,39.00,39.00,36.00,36.00
43128,SAZONADOR AJO MOLIDO KG,SALSA,70.88,65.63,60.38,58.80
43017,SAZONADOR CARNE canadiense  ORGANI C/200,SPECI,82.00,82.00,78.00,72.00
38955,SAZONADOR CARNE canadiense PRAGNA C/830g,SPECI,304.30,304.30,270.49,259.22
43129,SAZONADOR CEBOLLA MOLIDA KG,SALSA,61.43,56.88,52.33,50.96
43136,SAZONADOR CHAMOY DULCE KG,SALSA,39.96,37.00,34.04,33.15
17743,SAZONADOR CHAMOY FRESA KG,SALSA,64.13,59.38,54.63,53.20
43137,SAZONADOR CHAMOY MANGO KG,SALSA,64.13,59.38,54.63,53.20
17741,SAZONADOR CHAMOY MORA AZUL KG,SALSA,60.05,55.60,51.15,49.82
43141,SAZONADOR CHAMOY PIÑA KG,SALSA,60.75,56.25,51.75,50.40
43144,SAZONADOR CHAMOY SANDIA KG,SALSA,64.13,59.38,54.63,53.20
43138,SAZONADOR CHAMOY TAMARINDO KG,SALSA,64.13,59.38,54.63,53.20
431301,SAZONADOR CHILE ARBOL MOLIDO KG,SALSA,80.00,70.00,70.00,66.00
43130,SAZONADOR CHILE ARBOL TRITURADO KG,SALSA,82.35,76.25,70.15,68.32
43143,SAZONADOR CREMA ESPECIES KG,SALSA,128.00,128.00,115.00,115.00
38950,SAZONADOR FAJITAS PRAGNA C/12/885 grs,SPECI,240.00,240.00,225.00,225.00
43123,SAZONADOR ITALIANO H FINAS PRAGNA C/276,SPECI,212.42,212.42,188.82,180.95
43139,SAZONADOR JALAPEÑO CHEDAR,SALSA,110.00,110.00,95.00,95.00
46061,SAZONADOR MANTEQUILLA 10/110 GR PRAGNA,SPECI,39.00,39.00,36.00,36.00
38954,SAZONADOR MANTEQUILLA PRAGNA C/900gr,SPECI,208.46,208.46,185.30,177.58
38949,SAZONADOR POLLO canadiense PRAGNA C/600G,SPECI,204.20,204.20,181.51,173.95
43142,SAZONADOR TAKIS AZUL KG,SALSA,140.00,140.00,120.00,120.00
43133,SAZONADOR TAKIS HOT KG,SALSA,140.00,140.00,120.00,120.00
43134,SAZONADOR TIPO TAJIN CHILIMON 10KG,SALSA,66.00,66.00,66.00,66.00
43280,SELLADORA  40 CMS pz,EMPAS,"1,157.22","1,157.22","1,037.50",957.70
43180,SELLADORA 15 CMS,EMPAS,696.35,696.35,624.31,576.29
43200,SELLADORA 20 CMS pz,EMPAS,760.26,760.26,681.62,629.18
43220,SELLADORA 25 CMS pz,EMPAS,856.14,856.14,767.57,708.53
43240,SELLADORA 30 CMS pz,EMPAS,963.79,963.79,864.08,797.62
43260,SELLADORA 35 CMS pz,EMPAS,"1,059.66","1,059.66",950.04,876.96
43282,SELLADORA BROTHER 30CM,EMPAS,"2,600.00","2,600.00","2,450.00","2,350.00"
43166,SEMILLA  ANIS ESTRELLA,FRUSE,440.00,400.00,400.00,380.00
43161,SEMILLA DE GIRASOL,FRUSE,44.00,44.00,38.00,38.00
43164,SEMILLA DE GIRASOL GARAPIÑADA KG,FRUCA,80.00,80.00,60.00,60.00
43165,SEMILLA DE MOSTAZA MOLIDA ORGANIC C/200g,SPECI,35.00,35.00,28.00,28.00
43163,SEMILLA POBLANA kilo,FRUSE,150.00,150.00,145.00,145.00
43162,SEMILLA RUSA bolsa,FRUSE,160.00,160.00,140.00,140.00
43460,SERVILLETA 450 ADORABLE 12 (PQ),HIGIE,44.00,44.00,44.00,44.00
43380,SERVILLETA 450 MARLI C/12,HIGIE,39.00,39.00,36.51,36.51
43420,SERVILLETA 500 PETALO C/12,HIGIE,74.00,74.00,69.00,69.00
43541,SERVILLETA BARRA MESA SR PETALO C/24,HIGIE,24.00,24.00,21.00,21.00
43360,SERVILLETA BRISA 12/450,HIGIE,38.00,38.00,35.50,34.50
43503,SERVILLETA ELITE  C/12/500,HIGIE,48.00,48.00,46.01,46.01
43520,SERVILLETA KLEENEX LUJO C/12,HIGIE,44.00,44.00,40.99,39.80
43320,SERVILLETA MARLI C/24/250,HIGIE,22.01,22.01,20.50,19.11
43390,SERVILLETA MAX PERSA C/12/500,HIGIE,34.00,34.00,31.00,31.00
43391,SERVILLETA MAXIMA 12/400,HIGIE,30.00,30.00,25.20,24.50
43500,SERVILLETA TORK 12/500 BCA N10 73358100,HIGIE,715.00,715.00,685.00,685.00
435012,SERVILLETA TORK 12/500 CAF N10 70134134,HIGIE,715.00,715.00,685.00,685.00
435011,SERVILLETA TORK 24/250 BCA N4 73358400,HIGIE,731.00,731.00,731.00,731.00
33699,SET CORTADOR CUADRADO 5PZ 4-1131,ALEGR,66.00,66.00,59.00,53.00
43570,SICAO BASTON AMARGO C/9/2kg,MATCH,385.00,385.00,385.00,385.00
43600,SICAO CALLETS LECHE C/10KG,MATCH,108.00,108.00,90.98,88.56
43620,SICAO CALLETS SEMIAMARGO  C/10 kg,MATCH,108.00,108.00,90.98,88.56
43584,SICAO CHOCOLATE AMARGO C/10/1 KG,MATCH,395.00,395.00,385.00,385.00
43585,SICAO CHOCOLATE BLANCO C/10/1kg,MATCH,240.00,240.00,210.00,210.00
43583,SICAO CHOCOLATE C/LECHE C/10/1 KG,MATCH,180.00,180.00,160.00,155.00
43582,SICAO CHOCOLATE SEMIAMARGO C/10/1 KG,MATCH,265.00,265.00,245.00,245.00
33164,SIROPE GLITTER 12/1 LT,SABOG,120.00,120.00,112.00,108.00
33162,SIROPE GOURMET 12/1 LT,SABOG,120.00,120.00,112.00,108.00
33161,SIROPE NEON 12/1 LT,SABOG,120.00,120.00,112.00,108.00
33163,SIROPE PA MI CHELA 12/1LT,SABOG,80.00,80.00,75.00,75.00
43640,SOBRE AMARILLO HUEVO TROPIC C/200,COLOS,5 .00,3 .34,2 .51,2 .40
43650,SOBRE AMARILLO NARANJA TROPIC C/200,COLOS,6 .99,5 .60,4 .20,4 .03
11000,SOBRE AZUL TROPIC C/200,COLOS,6 .00,5 .13,3 .84,3 .68
49720,SOBRE CAFE CARAMELO TROPICO C/200,COLOS,5 .00,3 .80,2 .85,2 .74
43760,SOBRE CAFE CHOCOLATE TROPICO C/200,COLOS,5 .00,3 .80,2 .85,2 .74
43700,SOBRE NEGRO TROPICO C/200,COLOS,11.99,10.12,7 .59,7 .27
43720,SOBRE ROJO FRESA TROPICO C/200,COLOS,8 .00,8 .00,4 .20,3 .90
43740,SOBRE ROSA TROPICO C/200,COLOS,6 .00,5 .13,3 .84,3 .68
43790,SOBRE VERDE LIMON TROPICO C/200,COLOS,4 .00,3 .34,2 .51,2 .40
43780,SOBRE VIOLETA TROPICO C/200,COLOS,6 .99,5 .60,4 .20,4 .03
44387,SOUFFLE BIOCUP 1 oz NEGRO C/20 PAQ 100PZ,DESEC,33.00,33.00,29.00,29.00
44633,SOUFFLE BIOCUP PCO 4 OZ C/20 PAQ,DESEC,110.00,110.00,98.00,95.00
47701,SOUFFLE PAPEL 050 0.5 OZ C/20/250,DESEC,165.00,165.00,145.00,145.00
44383,SOUFLE BIOCUP 1OZ C/20 PQ BCO 100 PZ,DESEC,31.00,31.00,28.00,28.00
425928,SOYA TAMARI SIN GLUTEN C/12/148 ml,ORIEN,155.00,155.00,148.00,148.00
43840,SPLENDA 700 SOBR SUSTITUTO DE AZU NESTLE,NESTL,315.00,315.00,305.00,295.00
43845,SUSTITUTO DE AZUCAR SVETIA C/500,FOOD,285.00,285.00,285.00,285.00
27100,SWEET CHILI CHIKEN MAEPLOY 12/730 ML,ORIEN,155.00,155.00,149.00,149.00
27101,SWEET CHILI PRIMAVERA 12/730 ML PANTAI,ORIEN,175.00,175.00,165.00,165.00
27103,SWEET CHILI SPRING 375GR/24 MAENPLOY,ORIEN,92.00,92.00,89.00,89.00
27102,SWEET CHILLI CHICKEN PANTAI 880gr C/12,ORIEN,175.00,175.00,165.00,165.00
5021,SWEET CHILLI MIZKAN SALSA  4.8 C/4,ORIEN,495.00,495.00,495.00,495.00
43880,TABLILLA AMARGO 12/150gr TURIN,MATCH,61.46,61.46,53.90,52.01
43860,TABLILLA AMARGO 73% 16/100gr PZ TURIN,MATCH,69.00,69.00,66.00,66.00
43900,TABLILLA BLANCO 12/150gr TURIN,MATCH,61.46,61.46,53.90,52.01
43920,TABLILLA LECHE 12/150gr TURIN,MATCH,69.00,69.00,66.00,66.00
43960,TABLILLA SEMIAMARGO 150g/12 TURIN,MATCH,69.00,69.00,66.00,66.00
43980,TABLILLA SIN AZUCAR 100gr/16 TURIN,MATCH,69.00,69.00,66.00,66.00
44000,TAJIN BOTE 142 C/12,SALSA,41.00,41.00,39.00,38.50
44020,TAJIN BOTE 400  C/12,SALSA,82.00,82.00,77.00,77.00
44010,TAJIN C/6/907,SALSA,162.00,162.00,154.00,154.00
44040,TAJIN MINI C/8/10pz,SALSA,7 .00,7 .00,6 .30,6 .30
35304,TALLARIN ARROZ 375gr SIZE 1mm ROJO,ORIEN,62.00,62.00,58.00,58.00
35302,TALLARIN ARROZ 375grs SIZE10 AZUL,ORIEN,60.00,60.00,56.00,56.00
35310,TALLARIN ARROZ 3MM 454gr AROY-D,ORIEN,58.00,58.00,54.00,54.00
28448,TALLARIN DELGADO EGG NOODLE 440gr,ORIEN,88.00,88.00,81.00,81.00
28447,TALLARIN GRUESO EGG NOODLE 440gr,ORIEN,88.00,88.00,81.00,81.00
44085,TAPA 0 CUEVAS C/20/100,DESEC,17.01,17.01,16.00,14.50
44080,TAPA 0 PCO PRIMO C/40/50,DESEC,9 .00,9 .00,7 .51,6 .90
44385,TAPA 1 OZ SOUFFLE INIX TPS1 C/18/100,DESIN,20.00,20.00,18.00,18.00
44120,TAPA 10EL PCO DART C/10/100,DESDA,110.00,110.00,95.00,95.00
44180,TAPA 10SL PCO DART C/10/100,DESDA,53.08,53.08,48.19,45.73
44806,TAPA 12/14 PETE ORION C/20/50,DESEC,18.00,18.00,15.50,13.90
44260,TAPA 12SL PCO DART C/10/100,DESDA,60.10,60.10,54.55,51.78
45050,TAPA 16 EU DOMO C/20/50 pz,DESEC,39.59,38.12,32.84,31.97
44418,TAPA 16 EU LISA PCO REYMA C/20/25,DESRY,35.97,35.97,31.97,29.85
45260,TAPA 16 INIX C/20/50 L90,DESIN,25.00,25.00,23.50,22.81
45265,TAPA 16 PRIMO C/20pq/50pz,DESEC,20.00,20.00,19.00,17.50
45400,TAPA 16 TP16D DOMO REYMA C/20/50,DESRY,38.69,38.69,32.96,32.09
44300,TAPA 16EL C/10/100 DART,DESDA,145.00,145.00,127.99,124.00
44340,TAPA 16SL PCO DART C/10/100,DESDA,62.00,62.00,56.00,52.00
44360,TAPA 2 OZ. PCO PRIMO  40/50,DESEC,11.99,11.99,9 .50,8 .80
44381,TAPA 2 SOUFFLE C/10 TPET-62F INIX NEGRO,DESIN,39.00,39.00,37.50,37.50
44520,TAPA 2 SOUFFLE INIX TS2 C/10/100,DESIN,35.99,35.99,31.51,31.51
44380,TAPA 2 SOUFFLE PRIMO  C/12/100,DESEC,30.00,30.00,26.49,25.50
44400,TAPA 20JL C/RESPIRADERO C/10/100 DART,DESDA,145.00,145.00,135.00,130.00
44860,TAPA 20RL DART C/10/50,DESDA,77.00,77.00,74.00,74.00
44460,TAPA 32 BIOCUP C/20/25,DESEC,64.99,64.99,58.00,52.00
44420,TAPA 32 EU PCO REYMA C/20/25,DESRY,31.00,31.00,29.00,29.00
45220,TAPA 32 INIX PLANA C/20/50 L110,DESIN,31.29,31.29,28.78,28.03
26342,TAPA 32 OZ 10/50  PZ BIOPLAST,DESEC,45.47,45.47,42.22,38.51
44480,TAPA 32RL TERM DART C/10/50,DESDA,64.99,64.99,59.00,56.00
44500,TAPA 32SL  PLAS DART C/10/100,DESDA,90.92,90.92,82.52,78.32
443811,TAPA 3-4 SOUFFLE 12/100 PRIMO CUEVAS,DESEC,34.00,34.00,28.00,28.00
44580,TAPA 4 C/20/50  BIOCUP 4A,PAPEL,24.00,22.01,21.00,21.00
44320,TAPA 4 INIX NEGRA C/20/50pz,DESIN,40.99,40.99,39.00,38.00
45201,TAPA 4A PARA 4A Y 8 REYMA C/20/50,DESRY,23.97,23.97,21.30,19.88
45440,TAPA 4CH/5 1/2 REYMA C/20/50,DESRY,21.26,21.26,18.91,17.64
44600,TAPA 6 C/20/50  BIOCUP  10SL,PAPEL,27.00,27.00,24.00,24.00
44560,TAPA 60RLM TERM DART C/30/10,DESDA,28.00,28.00,24.50,24.50
44640,TAPA 626TP PLANA SOLO C/10/100,DESDA,127.17,127.17,108.33,105.51
44660,TAPA 626TS C/ORIFICIO C/10/100,DESEC,125.60,125.60,115.00,115.00
44680,TAPA 636TR-636TS PET SOLO  C/10/100,DESDA,92.39,92.39,78.71,76.65
44700,TAPA 662TP PET SOLO C/10/100,DESDA,115.37,115.37,98.28,95.71
44720,TAPA 662TS C/ ORIFICIO SOLO c/10/100,DESDA,117.68,117.68,100.25,97.63
44760,TAPA 6JL PCO DART C/10/100,DESDA,49.88,49.88,45.27,42.98
44621,TAPA 8 BIOCUP 20/50 PZ,ABARR,60.00,60.00,54.00,54.00
44840,TAPA 8JL PCO DART C/10/100,DESDA,63.87,63.87,57.97,55.02
44386,TAPA BIOCUP PET 1 OZ  C/20 PAQ 100PZ,DESEC,22.01,22.01,19.00,19.00
44634,TAPA BIOCUP PET 4/7 OZ C/20 PQ F-D74P,DESEC,90.00,90.00,82.00,82.00
102106,TAPA BOQUILLA TSF98 C/20/50 FULING,DESEC,55.00,55.00,51.01,49.00
45340,TAPA CARTON CA16A P/H4165 SOLO C/20/25,DESDA,125.00,125.00,118.00,115.00
24825,TAPA CONTE HERMETICO CPP20T CAJA INIX,DESIN,235.00,235.00,235.00,235.00
22783,TAPA DL92 DOMO PER C/5/100pz INIX,DESIN,75.01,75.01,69.00,69.00
44960,TAPA DLR626  DOMO SOLO  C/10/100,DESDA,130.00,130.00,115.00,115.00
44980,TAPA DLR662  DOMO SOLO C/10/100,DESDA,140.10,140.10,119.35,116.24
45081,TAPA DLX8 TROPHY C/20/100,DESDA,205.00,205.00,195.00,195.00
22782,TAPA DOMO DL98-500 INIX 100 PZ C/5 PAQ,DESIN,82.00,82.00,78.00,78.00
102105,TAPA DOMO TD98 C/10/100 FULING,DESEC,81.00,81.00,77.00,69.99
45011,TAPA ENSALADERA  D7 INIX C/4/50,DESIN,158.00,159.26,159.26,140.88
44628,TAPA KRAFT alto C/20/25pz TK116,DESEC,69.99,69.99,64.99,64.99
45080,TAPA LGX8R TROPHY SOLO C/10/100,DESDA,195.00,195.00,195.00,195.00
45100,TAPA LGXW X12-X16 TROPHY SOLO  C/12/125,DESDA,205.00,205.00,188.00,185.00
45120,TAPA M600P PET SOLO C/10/100,DESDA,48.00,48.00,43.50,43.50
44632,TAPA P/ BOWL KRAFT 20/25 pz,DESEC,125.00,125.00,110.00,110.00
45240,TAPA P/ENVASE REYMA C/20/25,DESRY,31.00,31.00,27.20,26.49
45540,TAPA PETE DE SILICON 40X30  C/20/50,ALEGR,185.00,185.00,158.00,151.00
45280,TAPA PL1N PET DART (P100) C/20/125,DESDA,35.99,35.99,32.00,32.00
45300,TAPA PL2N PET DART C/20/125 P200,DESDA,54.00,54.00,51.01,49.00
45320,TAPA PL4  PET DART C/20/125,DESDA,74.00,74.00,67.00,67.00
24856,TAPA PLANA CUADRADA C/20/25 ADL1  INIX,DESIN,30.00,30.00,28.00,26.49
22785,TAPA PLANA PL98 C/5/100pz INIX,DESIN,85.00,85.00,75.01,75.01
10258,TAPA PLANA TP107 C/10/50 FULING,DESEC,64.99,64.99,58.00,55.00
45180,TAPA T600 INIX C/10pq/100pz,DESIN,48.00,48.00,44.00,42.00
264820,TAPA TDPC16/32 C/20/25 INIX,DESEC,80.01,80.01,69.99,69.99
45480,TAPA TL38R PET SOLO C/10/100,DESDA,145.92,145.92,124.31,121.06
45500,TAPA TLP316 PET SOLO C/10/100,DESDA,110.00,110.00,105.00,98.00
44807,TAPA TP20X662 PETE ORION C/20/50,DESEC,25.00,25.00,21.80,19.50
44808,TAPA TP626 TPD16 PETE C/20/50 BIOCUP,DESEC,75.01,75.01,68.00,68.00
264825,TAPA TPET 101D C20/50 INIX,DESEC,90.00,90.00,85.00,85.00
264824,TAPA TPET 95D C/20/50 INIX,DESEC,64.99,64.99,60.00,60.00
45261,TAPA TPET-98F PERFORADA 10/100 INIX,DESIN,80.01,80.01,72.00,69.00
44220,TAPA TPP8 INIX P/ENVASE C/20/25,DESIN,26.00,26.00,24.50,24.50
44291,TAPA TPS08N C/20/50 INIX,DESIN,50.00,50.00,44.00,40.99
44290,TAPA TPS16 INIX C/20/50 PARA 12-16-20,DESIN,40.00,40.00,38.00,37.00
45560,TAPIOCA KG,FRUSE,68.00,68.00,58.00,56.00
45642,TAZA MEDIDORA 250 ml 4-0299,ALEGR,32.00,32.00,26.00,23.50
45641,TAZA MEDIDORA 500ML 4-0300,ALEGR,37.00,37.00,32.00,27.50
33610,TAZA MEDIDORA COLORES 5 PZ TOL000984,ALEGR,66.12,59.51,79.34,50.69
45805,TE DE MANZANILLA C/24pq  25px MCCORMICK,ABARR,26.00,26.00,22.00,22.00
45806,TE NEGRO McCORMICK C/24,ABARR,35.00,35.00,33.00,33.00
5025,TEMPURA BATTER MIX C/18.14KG,ORIEN,75.00,75.00,68.00,68.00
45681,TENEDOR BAMBOO C/10/100,MADEB,22.01,22.01,18.50,17.50
45682,TENEDOR MEDIANO MADERA C/50pq/20pz,DESCU,16.00,16.00,14.20,14.20
45685,TENEDOR MEDIANO NEGRO INIX C/40/25,DESCU,8 .00,8 .00,6 .50,6 .00
45700,TENEDOR MEDIANO WOW C/40/25,DESCU,13.00,13.00,9 .50,9 .50
45720,TENEDOR NOVA II C/60/50,DESCU,13.00,13.00,9 .80,9 .30
45721,TENEDOR PASTELERO BIOKING C/60pq/25pz,DESCU,12.48,12.48,10.56,10.37
45740,TENEDOR PASTELERO SONIC C/60/50,DESCU,11.99,11.99,10.20,10.20
45680,TENEDOR PASTELERO TOKIO C/10 GRANEL,DESCU,78.00,78.00,72.00,72.00
45781,TENEDOR SOPERO 40/25 PZ WOW,DESCU,15.00,15.00,9 .09,8 .80
45760,TENEDOR SOPERO TOKIO GRANEL C/10,DESCU,78.00,78.00,72.00,72.00
44567,TERMOMETRO ANALOGO REDONDO 4-2650,ALEGR,105.00,105.00,95.00,95.00
44561,TERMOMETRO DIGITAL -50 A300 4-1766,ALEGR,105.00,105.00,95.00,79.00
44564,TERMOMETRO DIGITAL NEGRO 4-2652,ALEGR,205.00,205.00,195.00,195.00
45820,TIRA P/PASTEL 7X70 kilo pq c/10 kg,CARTO,35.99,35.99,35.99,35.99
45840,TOALLA COCINA KIMLARK C/24/60 HOJAS,HIGIE,17.01,17.01,14.50,14.20
45865,TOALLA COCINA KLEENEX C/12 100 HOJAS,HIGIE,44.00,44.00,42.00,42.00
45905,TOALLA ROLLO CAFE MARLI C/6/180,HIGIE,68.00,68.00,61.00,61.00
45906,TOALLA ROLLO KLEENEX ULTRA C/6 183 M,HIGIE,162.01,162.01,155.00,155.00
45901,TOALLA ROLLO MARLI C/6/180 MTS BLANCA,HIGIE,79.00,79.00,74.00,74.00
45920,TOALLA SANITAS KIMBERL BLANCA C/20/10012,HIGIE,15.00,15.00,12.90,12.10
46056,TOCINO DESHIDRATADO PRAGNA 520gr,SPECI,151.31,151.31,135.00,135.00
40681,TOMATE DESHIDRATADO SAN MIGUEL 907 GRS,FOOD,195.00,195.00,188.00,188.00
40683,TOMATE MACHACADO SW C/3.01,FOOD,152.00,152.00,148.00,148.00
40695,TOMATE PELADO ASTRA C/6/3kg,FOOD,125.00,125.00,121.00,121.00
40682,TOMATE PELADO ENTERO SW C/6/2.8,FOOD,155.00,155.00,155.00,155.00
45960,TRES LECHES NESTLE C/12/1 LT,NESTL,62.00,62.00,62.00,62.00
46190,UTENCILIO PARA DECORAR DOBLE 5-5026,ALEGR,25.00,25.00,23.00,21.00
47360,V,DESEC,29.00,29.00,26.80,26.80
46300,VAINILLA DELICIA 120 C/100,GRENE,15.00,14.00,11.50,10.50
46320,VAINILLA DELICIA 24/240 ML,GRENE,18.00,18.00,16.50,16.50
46280,VAINILLA DELICIA 500 C/24,GRENE,29.00,29.00,28.50,28.50
46340,VAINILLA DELICIA GALON C/4,GRENE,175.00,175.00,175.00,175.00
46360,VAINILLA DELICIA LT C/12,GRENE,52.00,52.00,49.00,48.00
46500,VAINILLA NATURAL SAN LUIS 1 LT C/12,MATPR,340.00,340.00,340.00,340.00
46600,VAINILLINA USP kilo,MATPR,"1,100.00","1,000.00",910.00,890.00
47480,VASO 0  PRIMO C/20/100,DESEC,28.00,28.00,25.20,24.50
47485,VASO 0 A CUEVAS C/20/50,DESEC,13.34,12.99,12.18,11.25
48085,VASO 1 OZ SOUFFLE INIX S100 C/18/100,DESIN,28.00,28.00,24.20,24.20
22786,VASO 10 CRISTAL C/40/25pz INIX VC7810,DESIN,31.51,31.51,29.50,28.50
47790,VASO 10 EU REYMA C/20/50,DESRY,69.59,69.59,61.86,57.73
47780,VASO 10 REYMA C/20/50,DESRY,38.80,38.80,34.50,32.19
48160,VASO 10JY10 TERMICO C/40/25 DART,DESDA,14.00,14.00,12.50,11.90
47795,VASO 12 EU C/20/50,DESEC,64.99,64.99,61.00,58.00
47001,VASO 12 OZ BIOCUP 50PZ C/20,DESEC,88.00,88.00,74.00,72.00
46986,VASO 12 PAPEL BCO C/20/50 INIX,DESIN,85.00,85.00,79.00,76.00
47010,VASO 12 PAPEL IMPRESO C/20/50,DESEC,105.00,105.00,95.00,95.00
47800,VASO 12 REYMA C/20/50,DESRY,41.78,41.78,37.14,34.66
48180,VASO 12J12 TERMICO C/40/25 DART,DESDA,18.03,18.03,16.36,15.52
22781,VASO 14 LC14 OZ INIX C/10/50,DESIN,80.01,80.01,75.01,75.01
47820,VASO 14 REYMA C/20/50,DESRY,42.33,42.33,37.63,35.11
48240,VASO 14J16 TERMICO DART C/50/20,DESDA,18.39,18.39,16.68,15.83
47880,VASO 16 BAJO REYMA  C/40/25,DESRY,28.94,28.94,27.78,24.80
47840,VASO 16 EU REYMA C/20/50,DESRY,77.08,77.08,68.51,63.95
46785,VASO 16 INIX  V16L TRASPARENTE C/40/25pz,DESIN,28.00,28.00,26.90,26.20
46740,VASO 16 INIX 16RPET C/20/50 RALLADO,DESIN,44.00,44.00,40.50,40.50
46791,VASO 16 LARGO 40/25 PZ BIOPLAST,DESEC,23.00,23.00,21.49,21.49
47865,VASO 16 LARGO BIO REYMA C/40/25,DESRY,35.28,35.28,31.61,31.04
47860,VASO 16 LARGO REYMA C/40/25,DESRY,30.00,30.00,26.49,25.80
47201,VASO 16 LC16 PET C/10/50 (TP16) INIX,DESIN,75.01,75.01,68.00,64.99
47210,VASO 16 PAPEL 20/50 INIX VPP16,DESIN,115.00,115.00,105.00,101.00
46781,VASO 16 ROJO inix  V16-L-RJ c/40/25,DESIN,32.00,32.00,27.50,27.20
46780,VASO 16 ROJO inix C/48/20  960 PZ,DESIN,26.00,26.00,21.40,20.50
48300,VASO 16J165 TERMICO C/25/20 DART,DESDA,19.04,19.04,17.27,16.39
47640,VASO 2  NEON SHOT PRIMO C/20/50,DESEC,25.00,25.00,22.50,20.50
47660,VASO 2 OZ  PRIMO 40/50,DESEC,13.00,13.00,10.80,10.41
48080,VASO 2 OZ SOUFFLE PRIMO C/12/100,DESEC,29.00,29.00,24.50,23.50
47700,VASO 2 SOUFFLE INIX S200 C/10/100pz,DESIN,45.00,45.00,40.99,40.99
48995,VASO 2 SOUFFLE NEGRO 10/100 SPPN-2 INIX,DESIN,45.00,45.00,44.50,41.50
47905,VASO 32 EU BIO REYMA C/20/25,DESRY,64.64,64.64,57.92,56.87
47900,VASO 32 EU REYMA C/20/25,DESRY,55.00,55.00,51.01,51.01
26360,VASO 32 INIX 32RPP C/20/25,DESIN,58.00,58.00,54.50,52.50
48960,VASO 32 INIX PET C/10/50 VPET32,DESIN,175.00,175.00,170.00,170.00
46880,VASO 32 OZ PAPEL BLANCO BIOCUP C/20/25,DESEC,85.00,85.00,76.00,74.00
10210,VASO 32 PC32 PETE C/12/25 FULING,DESEC,102.00,102.00,92.00,85.00
46910,VASO 376SH BISTRO SOLO C/20/50,DESDA,120.00,120.00,105.00,105.00
46920,VASO 378HS C/ASA SOLO C/20/50,DESDA,218.11,218.11,180.95,180.95
46980,VASO 378W PAPEL BCO SOLO C/20/50,DESDA,69.99,69.99,66.00,66.00
46906,VASO 4 PAPEL INIX 374 C/20/50 VPP04,DESIN,44.00,44.00,39.00,37.50
47705,VASO 4 SOUFFLE PRIMO C/12/100pz,DESEC,48.00,48.00,42.00,39.00
47000,VASO 412 SI SOLO C/20/50,DESDA,171.98,171.98,142.68,142.68
47020,VASO 412W PAPEL BLANCO SOLO C/20/50,DESDA,140.34,140.34,116.43,116.43
47082,VASO 44oz  PAPEL BLANCO C/20/25pz,DESEC,125.00,125.00,115.00,110.00
47080,VASO 44oz PAPEL ROJO C /20/25 PZ,DESEC,162.32,162.32,138.27,134.66
47940,VASO 4A REYMA C/20/50,DESRY,28.00,28.00,24.39,24.10
47920,VASO 4CH REYMA  C/20/50,DESRY,22.14,22.14,19.69,18.37
48420,VASO 4J4 TERMICO  C/40/25 DART,DESDA,10.85,10.85,9 .85,9 .34
48440,VASO 4J6 TERMICO C/40/25 DART,DESDA,14.00,14.00,12.50,12.50
47960,VASO 5 1/2 REYMA C/20/50,DESRY,18.50,18.50,16.50,16.21
47980,VASO 5 AZUL REYMA  C/20/50,DESRY,27.84,27.84,24.75,23.10
48000,VASO 6 REYMA C/20/50,DESRY,24.00,24.00,22.50,22.50
47100,VASO 60JY60 C/30/10 DART,DESDA,38.76,38.76,35.18,33.38
48500,VASO 6J6 TERMICO C/40/25 DART,DESDA,11.99,11.99,9 .09,9 .09
22784,VASO 7 CRISTAL INIX C/40/25pz VC-7807,DESIN,27.00,27.00,23.90,23.90
48020,VASO 7 REYMA C/20/50,DESRY,27.61,27.61,24.55,22.91
46985,VASO 8 PAPEL BCO C/20/50 VPP08 INIX,DESIN,69.99,69.99,62.00,58.00
46984,VASO 8 PAPEL IMPRESO C/20/50,DESEC,75.01,75.01,69.99,69.99
47088,VASO 8 PCO PRIMO C/20/50,DESEC,26.00,26.00,25.50,25.50
48040,VASO 8 PCO REYMA C/20/50,DESRY,30.51,30.51,27.12,25.31
48620,VASO 8JY8 TERMICO C/40/25 DART,DESDA,12.50,12.50,11.34,10.78
47340,VASO corneto 7808 INIX C/40/25,DESEC,28.00,28.00,26.49,25.50
47380,VASO P100N 1 OZ DART (PL1)  C/10/250,DESDA,85.00,85.00,85.00,85.00
47400,VASO P200N PCO DART C/10/250 PL2,DESDA,93.65,93.65,85.00,83.00
47420,VASO P400 DART C/10/250,DESDA,185.00,185.00,175.00,175.00
102102,VASO PC14 C/20/50 FULING,DESEC,85.00,85.00,82.00,82.00
102101,VASO PC16 C/20/50 FULING,DESEC,92.00,92.00,86.00,82.00
